detail_link,title,satisfaction,institution,thumbnail,field
https://www.udemy.com/course/wordpress-for-beginners-create-a-website-blog-step-by-step/,WordPress for Beginners: Create a Website Step by Step,4.7,Brad Schiff,https://img-c.udemycdn.com/course/240x135/1010580_b7ba_4.jpg,Design/WordPress
https://www.udemy.com/course/ux-strategy-fundamentals/,UX Strategy Fundamentals,4.5,Joe Natoli,https://img-c.udemycdn.com/course/240x135/935870_0bd8_3.jpg,Design/User Experience Design
https://www.udemy.com/course/rhino-3d-tutorials-from-beginner-level-to-advanced-level/,Rhino 3D ( any version )  Beginner Level to Advanced Level,4.7,Alexandre Galin,https://img-c.udemycdn.com/course/240x135/1341284_638e_9.jpg,Design/Rhino 3D
https://www.udemy.com/course/adobe-premiere-pro-cc-training-course/,The Complete Adobe Premiere Pro Video Editing Bootcamp,4.8,Louay Zambarakji,https://img-c.udemycdn.com/course/240x135/962108_2170_15.jpg,Design/Adobe Premiere
https://www.udemy.com/course/complete-blender-megacourse-beginner-to-expert/,Complete Blender Megacourse: Beginner to Expert,4.6,Creativity Unleashed,https://img-c.udemycdn.com/course/240x135/4651924_4143_2.jpg,Design/Blender
https://www.udemy.com/course/ultimate-guide-to-ux/,User Experience (UX): The Ultimate Guide to Usability and UX,4.5,David Travis,https://img-c.udemycdn.com/course/240x135/28258_8a7e_14.jpg,Design/User Experience Design
https://www.udemy.com/course/getting-started-in-photoshop/,Photoshop Beginners Mastery: Zero to Hero in Photoshop,4.2,"Chad Neuman, Ph.D.",https://img-c.udemycdn.com/course/240x135/348146_9dc0_7.jpg,Design/Photoshop
https://www.udemy.com/course/learn-photoshop-web-design-profitable-freelancing/,"Learn Photoshop, Web Design & Profitable Freelancing 2024",5.0,Cristian Doru Barin,https://img-c.udemycdn.com/course/240x135/957940_4115_4.jpg,Design/Photoshop
https://www.udemy.com/course/anatomy-for-figure-drawing-and-comics/,Anatomy for Figure Drawing: Mastering the Human Figure,4.1,Neil Fontaine,https://img-c.udemycdn.com/course/240x135/62721_eed7_11.jpg,Design/Figure Drawing
https://www.udemy.com/course/responsive-web-design-tutorial-course-html5-css3-bootstrap/,Responsive Web Design Essentials - HTML5 CSS3 Bootstrap,4.6,Daniel Walter Scott,https://img-c.udemycdn.com/course/240x135/2459618_80a6.jpg,Design/CSS
https://www.udemy.com/course/ia-fundamentals/,Information Architecture (IA) Fundamentals,4.5,Joe Natoli,https://img-c.udemycdn.com/course/240x135/936690_a231_3.jpg,Design/Information Architecture
https://www.udemy.com/course/character-art-school-complete-coloring-and-painting/,Character Art School: Complete Coloring and Painting Course,4.7,"Scott Harris, Art Director & Lead Instructor",https://img-c.udemycdn.com/course/240x135/1324768_af13_22.jpg,Design/Character Design
https://www.udemy.com/course/learn-how-to-use-color-like-a-pro/,How to Use Color Like a Pro,4.7,Erikka Fogleman,https://img-c.udemycdn.com/course/240x135/1014236_3867_3.jpg,Design/Interior Design
https://www.udemy.com/course/learn-adobe-photoshop-from-scratch/,Learn Adobe Photoshop from Scratch,4.5,Eduonix Learning Solutions,https://img-c.udemycdn.com/course/240x135/270816_7956_3.jpg,Design/Photoshop
https://www.udemy.com/course/autocad-2018-getting-started-quickly-with-autocad/,AutoCAD Complete Course,4.6,Mike Freeman,https://img-c.udemycdn.com/course/240x135/1570296_8091_8.jpg,Design/AutoCAD
https://www.udemy.com/course/manga-art-school-anime-and-manga-style-character-drawing/,Manga Art School: Complete Anime and Manga Drawing Course,4.6,"Scott Harris, Art Director & Lead Instructor",https://img-c.udemycdn.com/course/240x135/1630508_94eb_9.jpg,Design/Character Design
https://www.udemy.com/course/geometric-dimensioning-and-tolerancing-basic-concepts/,Geometric Dimensioning and Tolerancing (GD&T)  : Basics,4.4,Mufaddal Rasheed,https://img-c.udemycdn.com/course/240x135/2060517_8e5d_3.jpg,Design/Geometric Dimensioning and Tolerancing (GD&T)
https://www.udemy.com/course/ux-design-thinking-quick-start-for-application-design/,UX & Design Thinking Quick Start - Now with AI Module!,4.5,Jeff Hendrickson,https://img-c.udemycdn.com/course/240x135/979144_69e3_6.jpg,Design/User Experience Design
https://www.udemy.com/course/the-complete-wordpress-for-beginners-course/,WordPress for Beginners: Create Your Own WordPress Website,4.4,Phil Ebiner,https://img-c.udemycdn.com/course/240x135/1109602_1ef3_8.jpg,Design/WordPress
https://www.udemy.com/course/adobe-illustrator-training/,Adobe Illustrator: Mastering the Fundamentals,4.9,[ School of Game Design ],https://img-c.udemycdn.com/course/240x135/65306_a9c7_5.jpg,Design/Adobe Illustrator
https://www.udemy.com/course/digital-art-101-from-beginner-to-pro/,Complete Beginner's Guide to Digital Art,4.3,Rich Graysonn,https://img-c.udemycdn.com/course/240x135/327666_82b2_2.jpg,Design/Digital Art
https://www.udemy.com/course/autocad-2020-for-designers-a-problem-solving-approach/,Complete course in AutoCAD : 2D and 3D,4.4,CADCIM Technologies,https://img-c.udemycdn.com/course/240x135/2563480_04e4_5.jpg,Design/AutoCAD
https://www.udemy.com/course/drawing-and-sketching-for-beginners/,How to Draw and Sketch for Absolute Beginners pt 1,4.6,Rich Graysonn,https://img-c.udemycdn.com/course/240x135/1047436_97b3.jpg,Design/Sketching
https://www.udemy.com/course/draw-cute-characters/,How to Draw Cute Cartoon Characters,4.6,Ben Colefax,https://img-c.udemycdn.com/course/240x135/62497_e0f1_8.jpg,Design/Cartoon Drawing
https://www.udemy.com/course/the-digital-painting-mega-course-beginner-to-advanced/,The Digital Painting MEGA Course: Beginner to Advanced,4.6,Austin Batchelor,https://img-c.udemycdn.com/course/240x135/1458304_7c2b_4.jpg,Design/Digital Painting
https://www.udemy.com/course/the-ux-designers-accessibility-guide/,How To Design for Accessibility: for UX Designers (WCAG 2.2),4.6,Liz Brown,https://img-c.udemycdn.com/course/240x135/3012636_97a0_6.jpg,Design/Web Accessibility
https://www.udemy.com/course/fusion-360-beginners-course/,Fusion 360 Beginners Course,4.6,Jaiprakash Pandey,https://img-c.udemycdn.com/course/240x135/2668390_ddc5.jpg,Design/Fusion 360
https://www.udemy.com/course/graphic-design-masterclass-the-next-level/,Graphic Design Masterclass Intermediate: The NEXT Level,4.6,Lindsay Marsh,https://img-c.udemycdn.com/course/240x135/1824130_66e3_3.jpg,Design/Graphic Design
https://www.udemy.com/course/affinity-designer-the-complete-guide-to-affinity-designer/,Affinity Designer: The Complete Guide to Affinity Designer,4.6,Jeremy Hazel,https://img-c.udemycdn.com/course/240x135/1407170_febb_5.jpg,Design/Affinity Designer
https://www.udemy.com/course/logo-design-mastery-in-adobe-illustrator/,Logo Design Mastery In Adobe Illustrator,4.7,Lindsay Marsh,https://img-c.udemycdn.com/course/240x135/2401332_0c50_11.jpg,Design/Logo Design
https://www.udemy.com/course/thecompletesketchupandvraycourse/,The Complete Sketchup & Vray Course for Interior Design,4.5,Manish Paul Simon,https://img-c.udemycdn.com/course/240x135/2738212_d25c_8.jpg,Design/SketchUp
https://www.udemy.com/course/illustrator-cc-2018-for-beginners-basics-tricks/,"Graphic Design Mastery- AI, Photoshop, Illustrator, Indesign",4.5,Khalil Ibrahim,https://img-c.udemycdn.com/course/240x135/1622484_652b_4.jpg,Design/Graphic Design
https://www.udemy.com/course/perspective-art-school-environment-landscape-drawing-course/,The Complete Perspective Drawing Course,4.7,"Scott Harris, Art Director & Lead Instructor",https://img-c.udemycdn.com/course/240x135/2068907_8958_3.jpg,Design/Drawing
https://www.udemy.com/course/houdini-create-full-cg-chocolate-commercial-in-houdini/,Complete Houdini FX Bootcamp,4.7,Raffi Bedross,https://img-c.udemycdn.com/course/240x135/1227634_053c_20.jpg,Design/Houdini Software
https://www.udemy.com/course/intro-to-architectural-visualization-using-3ds-max-and-v-ray_zillus/,3ds Max + V-Ray: 3ds Max PRO in 6 hrs,4.3,Adam Zollinger,https://img-c.udemycdn.com/course/240x135/269778_a286_16.jpg,Design/3ds Max
https://www.udemy.com/course/learn-to-create-pixel-art-for-your-game/,Learn to Create Pixel Art for your Games,4.8,Benjamin Anderson,https://img-c.udemycdn.com/course/240x135/522596_f45e.jpg,Design/Pixel Art
https://www.udemy.com/course/gamification-behavioral-design-the-octalysis-framework/,Gamification & Behavioral Design: The Octalysis Framework,4.4,Yu-kai Chou,https://img-c.udemycdn.com/course/240x135/852028_f146_3.jpg,Design/User Experience Design
https://www.udemy.com/course/figma-ui-ux-design-advanced-tutorial/,Figma UI UX Design Advanced,4.7,Daniel Walter Scott,https://img-c.udemycdn.com/course/240x135/5455710_3a8c_2.jpg,Design
https://www.udemy.com/course/adobe-illustrator-mega-course/,Adobe Illustrator Mega Course - From Beginner to Advanced,4.5,Alan Ayoubi,https://img-c.udemycdn.com/course/240x135/3730630_7815.jpg,Design/Adobe Illustrator
https://www.udemy.com/course/the-branding-masterclass-the-entire-brand-design-process/,The Branding Masterclass The Entire Brand Design Process,4.7,Lindsay Marsh,https://img-c.udemycdn.com/course/240x135/3543948_4412_6.jpg,Design/Graphic Design
https://www.udemy.com/course/logodesign/,Logo Design in Adobe Illustrator - for Beginners & Beyond,4.7,Daniel Evans,https://img-c.udemycdn.com/course/240x135/595876_f52f_20.jpg,Design/Logo Design
https://www.udemy.com/course/procreate-solid-foundations/,Procreate: Solid Foundations,4.8,Simon Foster,https://img-c.udemycdn.com/course/240x135/4163424_a0df.jpg,Design/Procreate Digital Illustration App
https://www.udemy.com/course/fundamentals-of-garden-design/,Fundamentals of Garden Design,4.6,Rob Littlepage,https://img-c.udemycdn.com/course/240x135/1242820_a019_2.jpg,Design/Landscape Architecture
https://www.udemy.com/course/sculpting-in-zbrush/,Sculpting in Zbrush-Ultimate course beginners/intermediate,4.7,Milivoj Popovic,https://img-b.udemycdn.com/course/240x135/1158660_b2f4_16.jpg,Design/zBrush
https://www.udemy.com/course/catia-v5-from-beginner-to-advanced/,Catia V5 Beginner to Advanced - Automotive and Industrial,4.6,Alexander Consulting,https://img-b.udemycdn.com/course/240x135/3833732_a10c_2.jpg,Design/CAD Software
https://www.udemy.com/course/sketchdesign/,The Complete Sketch 5 Course - Design Apps & Websites 2021,4.3,Codestars • over 2 million students worldwide!,https://img-b.udemycdn.com/course/240x135/1855830_155f_4.jpg,Design/Sketch Software
https://www.udemy.com/course/sketching-for-ux-designers/,Sketching for UX Designers - Boost UX work with pen & paper!,4.7,Krisztina Szerovay,https://img-b.udemycdn.com/course/240x135/1170144_57f7_5.jpg,Design/User Experience Design
https://www.udemy.com/course/adobe-indesign-cc-advanced-training/,Adobe InDesign CC - Advanced Training Course,4.7,Daniel Walter Scott,https://img-b.udemycdn.com/course/240x135/1512990_9384_2.jpg,Design/InDesign
https://www.udemy.com/course/anatomy-and-figure-drawing-for-games-and-comics/,Complete Beginner's Guide to Anatomy and Figure Drawing pt1,4.6,Rich Graysonn,https://img-b.udemycdn.com/course/240x135/880202_d1eb_4.jpg,Design/Figure Drawing
https://www.udemy.com/course/blenderenvironment/,Blender Environment Artist: Create 3D Worlds,4.8,GameDev.tv Team,https://img-b.udemycdn.com/course/240x135/1788810_309b_6.jpg,Design/Blender
https://www.udemy.com/course/motion-design-with-figma-animations-motion-graphics-uxui/,"Motion Design with Figma: Animations, Motion Graphics, UX/UI",4.5,Andrei Neagoie,https://img-b.udemycdn.com/course/240x135/4258836_37e0_2.jpg,Design/Motion Graphics
https://www.udemy.com/course/complete-wordpress-course-for-beginners/,Complete Wordpress Training For Beginners,4.5,Eduonix Learning Solutions,https://img-b.udemycdn.com/course/240x135/62768_bb14_8.jpg,Design/WordPress
https://www.udemy.com/course/beginners-guide-to-prototyping-and-designing-using-figma/,Complete Figma Megacourse: UI/UX Design Beginner to Expert,4.3,Creativity Unleashed,https://img-b.udemycdn.com/course/240x135/4279488_7a29_2.jpg,Design/Figma
https://www.udemy.com/course/master-sketchup/,Master SketchUp  - A Definitive Guide From Infinite Skills,4.3,Infinite Skills,https://img-b.udemycdn.com/course/240x135/222122_ad46_6.jpg,Design/SketchUp
https://www.udemy.com/course/cinema-4d-masterclass-training-course/,Cinema 4D Masterclass: The Ultimate Guide for Beginners,4.3,Ozgur Gorgun,https://img-b.udemycdn.com/course/240x135/1832808_2d0c_4.jpg,Design/Cinema 4D
https://www.udemy.com/course/design-thinking-the-fundamentals/,Design Thinking : the fundamentals,4.4,Jamal Lazaar,https://img-b.udemycdn.com/course/240x135/4564478_6a2a.jpg,Design/Design Thinking
https://www.udemy.com/course/ultimate-guide-to-digital-sketching-beginner-to-advanced/,Ultimate Guide to Digital Sketching: Beginner to Advanced,4.7,Austin Batchelor,https://img-b.udemycdn.com/course/240x135/1325264_6025_3.jpg,Design/Sketching
https://www.udemy.com/course/davinci-resolve15/,DaVinci Resolve: Video Editing in DaVinci Resolve,4.6,Phil Ebiner,https://img-b.udemycdn.com/course/240x135/1771952_99db_3.jpg,Design/DaVinci Resolve
https://www.udemy.com/course/adobe-indesign-course/,Adobe InDesign CC: Your Complete Guide to InDesign,4.2,Phil Ebiner,https://img-b.udemycdn.com/course/240x135/1351634_7dc7_5.jpg,Design/InDesign
https://www.udemy.com/course/adobe-cc-masterclass-graphic-design-photoshop-illustrator-xd-indesign/,"Adobe CC Masterclass: Photoshop, Illustrator, XD & InDesign",4.6,Lindsay Marsh,https://img-b.udemycdn.com/course/240x135/1984658_99af_2.jpg,Design/Adobe Illustrator
https://www.udemy.com/course/accessibility_ux/,Introduction to UX Design for Accessibility and WCAG 2.0,4.3,Matt Greene,https://img-b.udemycdn.com/course/240x135/2094734_9e9d_2.jpg,Design/Web Accessibility
https://www.udemy.com/course/vfx-for-games-in-unity-beginner-to-intermediate/,Visual Effects for Games in Unity - Beginner To Intermediate,4.6,Gabriel Aguiar,https://img-b.udemycdn.com/course/240x135/1318732_86ee_3.jpg,Design/VFX Visual Effects
https://www.udemy.com/course/introduction-to-ux-writing/,Introduction To UX Writing,4.6,Dr. Katharina Grimm,https://img-b.udemycdn.com/course/240x135/4280514_9360_5.jpg,Design/UX Writing (User Experience Writing)
https://www.udemy.com/course/fusion360/,Fusion 360 For Hobbyists and Woodworkers,4.3,Michael Moyer,https://img-b.udemycdn.com/course/240x135/1183846_5cf2_4.jpg,Design/Fusion 360
https://www.udemy.com/course/the-complete-figure-drawing-course-hd/,Complete Human Figure Anatomy Drawing Course HD,4.8,Riven Phoenix,https://img-b.udemycdn.com/course/240x135/978576_a544_3.jpg,Design/Figure Drawing
https://www.udemy.com/course/ui-web-design-using-adobe-illustrator-2017/,UI & Web Design using Adobe Illustrator CC,4.3,Daniel Walter Scott,https://img-b.udemycdn.com/course/240x135/1164278_0895_4.jpg,Design/User Interface Design
https://www.udemy.com/course/become-a-motion-graphic-designer-using-after-effects/,Adobe After Effects CC - Motion Graphics Design & VFX,4.5,Daniel Walter Scott,https://img-b.udemycdn.com/course/240x135/940714_0fea_5.jpg,Design/Motion Graphics
https://www.udemy.com/course/pixel-art-for-video-games/,Pixel art for Video games,4.4,Marco Vale,https://img-b.udemycdn.com/course/240x135/397936_513f_3.jpg,Design/Pixel Art
https://www.udemy.com/course/blender-3d-sculpting-course/,The Ultimate Blender 3D Sculpting Course,4.8,Alex Cordebard,https://img-b.udemycdn.com/course/240x135/3471226_9ed1_4.jpg,Design/3D Sculpting
https://www.udemy.com/course/vlsi-academy-physical-design-flow/,VSD - Physical Design Flow,4.4,Kunal Ghosh,https://img-b.udemycdn.com/course/240x135/382714_2a1b_2.jpg,Design/VLSI
https://www.udemy.com/course/solidworks_pro/,SOLIDWORKS: Become a Certified Professional Today (CSWP),4.6,Tayseer Almattar,https://img-b.udemycdn.com/course/240x135/1489540_5c19_3.jpg,Design/SOLIDWORKS
https://www.udemy.com/course/painting-environments/,Painting Environments,4.7,Hardy Fowler,https://img-b.udemycdn.com/course/240x135/1684914_2369_2.jpg,Design/Concept Art
https://www.udemy.com/course/learning-solidworks-for-students-engineers-and-designers/,"Learning SOLIDWORKS : For Students, Engineers, and Designers",4.4,CADCIM Technologies,https://img-b.udemycdn.com/course/240x135/3176930_53ae_2.jpg,Design/Product Design
https://www.udemy.com/course/complete-wordpress-tutorial-elementor/,Complete Wordpress Course | Elementor,4.5,Ferdy Korpershoek,https://img-b.udemycdn.com/course/240x135/1479516_0e42_2.jpg,Design/WordPress
https://www.udemy.com/course/indesign-cc-masterclass/,InDesign MasterClass,4.6,Martin Perhiniak,https://img-b.udemycdn.com/course/240x135/1372236_633f_4.jpg,Design/InDesign
https://www.udemy.com/course/how-to-draw-cartoon-characters-in-procreate/,How to Draw Cartoon Characters In Procreate,4.7,Brad Colbow,https://img-b.udemycdn.com/course/240x135/2217006_79cb_3.jpg,Design/Procreate Digital Illustration App
https://www.udemy.com/course/after-effects-motion-graphics-beast/,After Effects Motion Graphics Beast,4.5,Alan Ayoubi,https://img-b.udemycdn.com/course/240x135/3017328_164a_3.jpg,Design/2D Animation
https://www.udemy.com/course/complete-drawing-course/,The Complete Drawing Masterclass: From Beginner to Advanced,4.4,"Chad Neuman, Ph.D.",https://img-b.udemycdn.com/course/240x135/2022460_8546.jpg,Design/Drawing
https://www.udemy.com/course/blender-28-the-complete-guide-from-beginner-to-pro/,Blender 2.8 The complete guide from beginner to pro,4.3,Julien Deville,https://img-b.udemycdn.com/course/240x135/2427460_e61d.jpg,Design/3D Modeling
https://www.udemy.com/course/procreate-course-how-to-draw-on-your-ipad-how-to-paint-on-your-ipad/,ProCreate Masterclass: The Ultimate ProCreate Art Course,4.4,"Scott Harris, Art Director & Lead Instructor",https://img-b.udemycdn.com/course/240x135/1892918_5e67_6.jpg,Design/Procreate Digital Illustration App
https://www.udemy.com/course/the-complete-figma-course/,The Complete Figma Course – Designing Mobile & Web App UI/UX,4.5,Nima Tahami,https://img-b.udemycdn.com/course/240x135/3032002_37a1_3.jpg,Design/Figma
https://www.udemy.com/course/graphic-design/,Graphic Design Masterclass: Learn Graphic Design in Projects,4.3,"Chad Neuman, Ph.D.",https://img-b.udemycdn.com/course/240x135/396204_c12c_4.jpg,Design/Graphic Design
https://www.udemy.com/course/blender3dcharacteranimation/,Ultimate Blender 3D Character Creation & Animation Course,4.7,Alex Cordebard,https://img-b.udemycdn.com/course/240x135/2915650_9cb8_2.jpg,Design/3D Animation
https://www.udemy.com/course/design-is-in-the-details/,Design is in the Details:  How to Accessorize Like a Pro,4.8,Erikka Fogleman,https://img-b.udemycdn.com/course/240x135/1260482_dcca_4.jpg,Design/Interior Design
https://www.udemy.com/course/vlsi-academy-sta-checks/,VSD - Static Timing Analysis - I,4.4,Kunal Ghosh,https://img-b.udemycdn.com/course/240x135/751226_f79b_2.jpg,Design/Static Timing Analysis
https://www.udemy.com/course/master-web-design-in-photoshop/,Master Web Design in Photoshop: Complete UI/UX Masterclass,4.8,Cristian Doru Barin,https://img-b.udemycdn.com/course/240x135/352132_74cf_5.jpg,Design/Photoshop
https://www.udemy.com/course/develop-your-idea-design-thinking-bootcamp/,Develop your innovation - Certified Design Thinking Bootcamp,4.3,Marcin Stasko,https://img-b.udemycdn.com/course/240x135/1436714_48b1_4.jpg,Design/Design Thinking
https://www.udemy.com/course/gimp-made-easy/,GIMP 2.10 Made Easy for Beginners | Beginner to Expert,4.6,Chris Parker,https://img-b.udemycdn.com/course/240x135/1347812_3fb6_10.jpg,Design/GIMP
https://www.udemy.com/course/krita-basic-to-advanced-digital-painting/,Digital painting with Krita 5.0 for beginners,4.7,"Widhi Muttaqien, S.Kom, MMSI",https://img-b.udemycdn.com/course/240x135/1922654_4e07_4.jpg,Design/Krita
https://www.udemy.com/course/design-for-humanity-a-new-perspective-on-user-experience/,Design for Humanity: A New Perspective on User Experience,4.5,Eric A. Meyer,https://img-b.udemycdn.com/course/240x135/953762_622c_2.jpg,Design/User Experience Design
https://www.udemy.com/course/complete-catia-v5-express-training/,CATIA V5 Mastery: 500 Examples| 20 Project| 300 Q&A| 10 Test,4.5,Roy Academy,https://img-b.udemycdn.com/course/240x135/3119796_7b86_3.jpg,Design/CATIA
https://www.udemy.com/course/learnpremierepro/,Adobe Premiere Pro CC: Learn Video Editing In Premiere Pro,4.6,Life Progression Project,https://img-b.udemycdn.com/course/240x135/778548_e583_7.jpg,Design/Adobe Premiere
https://www.udemy.com/course/learn-professional-pixel-art-animation-for-games/,Learn Professional Pixel Art & Animation for Games,4.8,Jaysen Batchelor,https://img-b.udemycdn.com/course/240x135/867204_c929.jpg,Design/Animation
https://www.udemy.com/course/complete-wordpress-course/,Complete Wordpress Course For Beginners,4.7,Ferdy Korpershoek,https://img-b.udemycdn.com/course/240x135/1201470_a2b1_4.jpg,Design/WordPress
https://www.udemy.com/course/anime-academy-characters-and-backgrounds/,Anime Academy: Characters and Backgrounds!,4.6,Christina Wu/Dubell,https://img-b.udemycdn.com/course/240x135/2683670_fd4e_4.jpg,Design/Anime
https://www.udemy.com/course/creo-with-chris/,PTC Creo Parametric-A Complete Beginner to Advanced Course,4.5,Christopher Rothera,https://img-b.udemycdn.com/course/240x135/3902104_2ac1_3.jpg,Design/CAD Software
https://www.udemy.com/course/anime-academy-characters-and-illustrations/,Anime Academy: Characters and Illustrations,4.4,Christina Wu/Dubell,https://img-b.udemycdn.com/course/240x135/2626604_7c30.jpg,Design/Anime
https://www.udemy.com/course/gd-t-and-stack-up-basic-to-expert-level/,GD & T and Stack-Up (Basic to Expert level),4.4,Moksh Yadav,https://img-b.udemycdn.com/course/240x135/3131708_ee6c_2.jpg,Design/Geometric Dimensioning and Tolerancing (GD&T)
https://www.udemy.com/course/ultimate-adobe-photoshop-cc-masterclass-basics-to-advanced/,Ultimate Adobe Photoshop CC Masterclass Basics To Advanced,4.3,Stephen Koel Soren,https://img-b.udemycdn.com/course/240x135/3406388_848f_4.jpg,Design/Photoshop
https://www.udemy.com/course/storyboard-for-film-or-animation/,Learn to Storyboard for Film or Animation,4.9,Siobhan Twomey,https://img-b.udemycdn.com/course/240x135/1979694_b127_12.jpg,Design/Filmmaking
https://www.udemy.com/course/midjourney-mastery/,Midjourney Mastery: Create Visually Stunning AI Art,4.5,Samson Vowles,https://img-b.udemycdn.com/course/240x135/4844586_d360_10.jpg,Design/AI Art Generation
https://www.udemy.com/course/typographic-logos-typography-and-lettering-for-logo-design/,Typographic Logos: Typography and Lettering for Logo Design,4.5,Ray Dombroski,https://img-b.udemycdn.com/course/240x135/317278_3a08_8.jpg,Design/Logo Design
https://www.udemy.com/course/adobe-photoshop-cc/,Mastering Adobe Photoshop CC,4.4,Infinite Skills,https://img-b.udemycdn.com/course/240x135/55577_e321_7.jpg,Design/Photoshop
https://www.udemy.com/course/learn-blender-28/,Learn Blender The Right Way!,4.7,Gustavo Rosa,https://img-b.udemycdn.com/course/240x135/2401230_87ce_6.jpg,Design/Blender
https://www.udemy.com/course/ux-fundamentals-user-testing/,UX Fundamentals: User Testing,4.4,Greg Rog,https://img-b.udemycdn.com/course/240x135/2230950_66b4.jpg,Design/User Experience Design
https://www.udemy.com/course/sass-the-complete-sass-course-css-preprocessor/,SASS - The Complete SASS Course (CSS Preprocessor),4.6,Code And Create,https://img-b.udemycdn.com/course/240x135/2031086_e14b_2.jpg,Design/Front End Web Development
https://www.udemy.com/course/css-animation-transitions-and-transforms-creativity-course/,Creative Advanced CSS & JavaScript Animations - 150 Projects,4.7,Ahmed Sadek,https://img-b.udemycdn.com/course/240x135/1908196_f5b8_3.jpg,Design/CSS Animations
https://www.udemy.com/course/learn-digital-marketing-course/,The Complete Digital Marketing Course - 12 Courses in 1,4.5,Rob Percival,https://img-b.udemycdn.com/course/240x135/914296_3670_8.jpg,Marketing/Digital Marketing
https://www.udemy.com/course/the-ultimate-google-adwords-training-course/,Ultimate Google Ads Training: Profit with Pay Per Click,4.6,Isaac Rudansky,https://img-b.udemycdn.com/course/240x135/671544_9613_5.jpg,Marketing/Google Ads (Adwords)
https://www.udemy.com/course/instagram-marketing-for-small-businesses/,Instagram Marketing: Complete Guide To Instagram Growth,4.4,Benjamin Wilson,https://img-b.udemycdn.com/course/240x135/484606_5721_16.jpg,Marketing/Instagram Marketing
https://www.udemy.com/course/digital-marketing-guide/,The Complete Digital Marketing Guide - 26 Courses in 1,4.6,Robin & Jesper,https://img-b.udemycdn.com/course/240x135/1659676_128a_19.jpg,Business/Digital Marketing
https://www.udemy.com/course/facebook-ads-facebook-marketing-mastery-guide/,Facebook Ads & Facebook Marketing MASTERY 2024 | Coursenvy,4.5,COURSE ENVY,https://img-b.udemycdn.com/course/240x135/403314_b091_3.jpg,Marketing/Facebook Marketing
https://www.udemy.com/course/digital-marketing-masterclass/,Digital Marketing Masterclass + AI and ChatGPT for Marketing,4.5,Phil Ebiner,https://img-b.udemycdn.com/course/240x135/1270870_8e95_15.jpg,Marketing/Digital Marketing
https://www.udemy.com/course/the-complete-copywriting-course/,The Complete Copywriting Course : Write to Sell Like a Pro,4.6,Codestars • over 2 million students worldwide!,https://img-b.udemycdn.com/course/240x135/1575836_367f_13.jpg,Marketing/Copywriting
https://www.udemy.com/course/social-media-marketing-ads/,Social Media Marketing MASTERY 2024 | Ads on 10+ Platforms,4.4,COURSE ENVY,https://img-b.udemycdn.com/course/240x135/573984_ce2a_3.jpg,Marketing/Social Media Marketing
https://www.udemy.com/course/digital-marketing-strategy-course-wordpress-seo-instagram-facebook/,Mega Digital Marketing Course A-Z: 32 Courses in 1 + Updates,4.6,Pouya Eti • Digital Marketing Expert,https://img-b.udemycdn.com/course/240x135/1931752_1012_15.jpg,Marketing/Digital Marketing
https://www.udemy.com/course/google-analytics-certification/,Google Analytics Certification - Get Certified & Earn More,4.2,Daragh Walsh,https://img-b.udemycdn.com/course/240x135/328386_6809_11.jpg,Marketing/Google Analytics
https://www.udemy.com/course/seo-get-to-number1-in-google-search/,SEO 2024: Complete SEO Training - AI SEO Masterclass,4.5,Arun Nagarathanam,https://img-b.udemycdn.com/course/240x135/740562_6eb8_12.jpg,Marketing/SEO
https://www.udemy.com/course/sql-for-newbs/,SQL for NEWBS: Weekender Crash Course,4.5,A Course You'll Actually Finish,https://img-b.udemycdn.com/course/240x135/203556_5ff1_3.jpg,Business/SQL
https://www.udemy.com/course/ultimate-seo-training-course/,The Ultimate SEO Training 2024 + SEO For Wordpress Websites,4.7,Joshua George,https://img-b.udemycdn.com/course/240x135/2938000_f552_23.jpg,Marketing/SEO
https://www.udemy.com/course/youtube-masterclass/,YouTube Masterclass: Your 2024 Guide to YouTube Success,4.6,Phil Ebiner,https://img-b.udemycdn.com/course/240x135/703140_703a_5.jpg,Marketing/YouTube Marketing
https://www.udemy.com/course/ultimate-google-analytics-course-50-practical-tips/,Ultimate Google Analytics (4) course + 50 practical examples,4.5,Pavel Brecik,https://img-b.udemycdn.com/course/240x135/1710336_799c_4.jpg,Marketing/Google Analytics
https://www.udemy.com/course/learn-social-media-marketing-course/,Social Media Marketing - Complete Certificate Course,4.1,SO ME Academy,https://img-b.udemycdn.com/course/240x135/450394_b942_8.jpg,Marketing/Social Media Marketing
https://www.udemy.com/course/business-fundamentals-marketing-strategy/,Business Fundamentals: Marketing Strategy,4.5,365 Careers,https://img-b.udemycdn.com/course/240x135/1333914_3cf4_6.jpg,Marketing/Marketing Strategy
https://www.udemy.com/course/instagram-masterclass-grow-your-account-complete-guide/,"Instagram Marketing 2024: Hashtags, Live, Stories, Ads &more",4.5,Evan Kimbrell,https://img-b.udemycdn.com/course/240x135/1692684_682b.jpg,Marketing/Instagram Marketing
https://www.udemy.com/course/seth-godin-on-powerful-presentations/,Seth Godin on Presenting to Persuade,4.5,Seth Godin,https://img-b.udemycdn.com/course/240x135/1101380_4d44.jpg,Marketing/Presentation Skills
